PrimaryDI|deviceRecordStatus|devicePublishDate|deviceCommDistributionEndDate|deviceCommDistributionStatus|brandName|versionModelNumber|catalogNumber|companyName|deviceCount|deviceDescription|DMExempt|premarketExempt|deviceHCTP|deviceKit|deviceCombinationProduct|singleUse|lotBatch|serialNumber|manufacturingDate|expirationDate|donationIdNumber|labeledContainsNRL|labeledNoNRL|MRISafetyStatus|rx|otc|deviceSterile|sterilizationPriorToUse
d21b6bd3-6219-4fb2-b0c8-904566b2aed2|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|20645-220LP|20645-220LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Textured Shaped Oval Base, Low Profile, 220 cc||||||true||true||true||||MR Safe|true||true|
8ca3c2f6-49df-4b1f-b920-cf023f207d64|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|20621-695MP|20621-695MP|Sientra, Inc.|1|Silicone Gel Breast Implant, Textured Round, Moderate Plus Profile, 695 cc||||||true||true||true||||MR Safe|true||true|
d8df3e9f-6dba-4d7a-b5ce-2b21d9be62e6|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|20621-225HP|20621-225HP|Sientra, Inc.|1|Silicone Gel Breast Implant, Textured Round, High Profile, 225 cc||||||true||true||true||||MR Safe|true||true|
56880b9e-ec57-4d08-9a96-b6ca2703b853|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|20610-400LP|20610-400LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Textured Round, Low Profile, 400 cc||||||true||true||true||||MR Safe|true||true|
169876b3-cec0-4405-b455-d069a1775313|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|20610-340LP|20610-340LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Textured Round, Low Profile, 340 cc||||||true||true||true||||MR Safe|true||true|
7e046bb3-1ff5-4d5e-8bc3-d0886059df89|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|20610-160LP|20610-160LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Textured Round, Low Profile, 160 cc||||||true||true||true||||MR Safe|true||true|
b4f6e441-83ec-4e8d-8a07-da7e7bf02cff|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10621-485MP|10621-485MP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate Plus Profile, 485 cc||||||true||true||true||||MR Safe|true||true|
6427e85e-24b5-4c0b-a2a7-1aeda50c7b2a|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10621-435MP|10621-435MP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate Plus Profile, 435 cc||||||true||true||true||||MR Safe|true||true|
18a9eed6-9cfd-4ca5-9ff1-b3206baf900d|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10621-255MP|10621-255MP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate Plus Profile, 255 cc||||||true||true||true||||MR Safe|true||true|
c1a27b4e-c22c-4df7-bccf-a91de3bc5eb6|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10621-440HP|10621-440HP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, High Profile, 440 cc||||||true||true||true||||MR Safe|true||true|
3eb1cb4c-8428-4619-abcf-9a7d3734e9a0|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10621-225HP|10621-225HP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, High Profile, 225 cc||||||true||true||true||||MR Safe|true||true|
d1ff6c81-ad44-4c67-bf96-f7e6118884bd|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10621-205HP|10621-205HP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, High Profile, 205 cc||||||true||true||true||||MR Safe|true||true|
0edd7af4-8989-4212-8ac2-3ac63fdc27b6|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10610-550LP|10610-550LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Low Profile, 550 cc||||||true||true||true||||MR Safe|true||true|
704bdd45-f13e-4e23-86ff-646833d6cfba|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10610-400LP|10610-400LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Low Profile, 400 cc||||||true||true||true||||MR Safe|true||true|
3ccfe8cf-a9b4-4d84-92d0-99091c30d17c|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10610-220LP|10610-220LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Low Profile, 220 cc||||||true||true||true||||MR Safe|true||true|
fbc0d6f1-28e6-4688-965d-c3279a82f846|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10610-190LP|10610-190LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Low Profile, 190 cc||||||true||true||true||||MR Safe|true||true|
b3590a1d-ded9-44b0-8b02-004266bee95e|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10610-160LP|10610-160LP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Low Profile, 160 cc||||||true||true||true||||MR Safe|true||true|
89f377f0-d2b0-4902-900b-8cc6328f9027|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10521-315HP|10521-315HP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate High Profile, 315 cc||||||true||true||true||||MR Safe|true||true|
83f97a76-acc4-419e-8961-9ee999500152|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10521-265HP|10521-265HP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate High Profile, 265 cc||||||true||true||true||||MR Safe|true||true|
95d55b82-0af5-4dea-8ddd-25a5d975c56e|Published|2015-10-23||In Commercial Distribution|SIENTRA Silicone Gel Breast Implant|10512-510MP|10512-510MP|Sientra, Inc.|1|Silicone Gel Breast Implant, Smooth Round, Moderate Profile, 510 cc||||||true||true||true||||MR Safe|true||true|
d559e43b-3ee3-450d-a967-9ac31a2883a0|Published|2017-01-13||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSX-700|TSX-700|Allergan, Inc.|1|Natrelle Inspira TSX 700cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
277adc95-798f-445b-a1a1-e411933217dd|Published|2017-01-13||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSX-650|TSX-650|Allergan, Inc.|1|Natrelle Inspira TSX 650cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
4ca38c5a-6d6a-4b1a-9982-0498f0db7fee|Published|2017-01-13||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSX-470|TSX-470|Allergan, Inc.|1|Natrelle Inspira TSX 470cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
114a1f5c-4d47-4fb8-9679-9f40b4e1536e|Published|2017-01-13||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSX-340|TSX-340|Allergan, Inc.|1|Natrelle Inspira TSX 340cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
e17bc945-07af-4f9f-bc11-c0959fa12337|Published|2017-01-13||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSF-240|TSF-240|Allergan, Inc.|1|Natrelle Inspira TSF 240cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
e32fec31-860a-49d4-b2a9-0c06593e3378|Published|2017-01-13||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSF-200|TSF-200|Allergan, Inc.|1|Natrelle Inspira TSF 200cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
d88d2b88-2975-4fbf-ada2-62e89d2edec1|Published|2017-01-13||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSF-180|TSF-180|Allergan, Inc.|1|Natrelle Inspira TSF 180cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
19d7a2ba-78bd-442d-8379-c27fc2193a34|Published|2017-01-13||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSM-755|TSM-755|Allergan, Inc.|1|Natrelle Inspira TSM 755cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
f6f2c73b-c504-4a72-81aa-60592f5db53f|Published|2017-01-13||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSM-685|TSM-685|Allergan, Inc.|1|Natrelle Inspira TSM 685cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
e63ebfe4-c8d3-46cd-b634-139186791f5b|Published|2017-01-13||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSM-405|TSM-405|Allergan, Inc.|1|Natrelle Inspira TSM 405cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
cd12939f-95b3-422b-bb91-16db28cd6c2c|Published|2017-01-13||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSM-375|TSM-375|Allergan, Inc.|1|Natrelle Inspira TSM 375cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
906bd8ed-5767-42e5-82ca-1e01286f9a11|Published|2017-01-13||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSM-360|TSM-360|Allergan, Inc.|1|Natrelle Inspira TSM 360cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
4aecf1ab-6221-4ca7-b9c4-a9d3390b6028|Published|2017-01-13||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSM-330|TSM-330|Allergan, Inc.|1|Natrelle Inspira TSM 330cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
17ad885d-0a68-4b56-9c13-d0ab67918497|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSM-240|TSM-240|Allergan, Inc.|1|Natrelle Inspira TSM 240cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
01133557-34f8-4128-89a6-dd5e7729cb66|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSM-175|TSM-175|Allergan, Inc.|1|Natrelle Inspira TSM 175 cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
ff3f60a9-c567-4af8-bccf-c74b858926f9|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSLP-490|TSLP-490|Allergan, Inc.|1|Natrelle Inspira TSLP 490cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
c0dd0933-978b-43d2-a48b-cfe0c0df1551|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSLP-440|TSLP-440|Allergan, Inc.|1|Natrelle Inspira TSLP 440cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
045cb742-8edb-4517-bb68-49e97a3ab9d5|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSLP-320|TSLP-320|Allergan, Inc.|1|Natrelle Inspira TSLP 320cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
2f259f6d-6753-47cb-bffe-4b3008111a77|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSLP-220|TSLP-220|Allergan, Inc.|1|Natrelle Inspira TSLP 220cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
7542bf5f-ba9d-4629-917c-0baf41eb3e7c|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSLP-190|TSLP-190|Allergan, Inc.|1|Natrelle Inspira TSLP 190cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
12c98503-4694-4e96-9af1-5212648123c5|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSLP-125|TSLP-125|Allergan, Inc.|1|Natrelle Inspira TSLP 125cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
b50b8718-7414-4dbe-b791-7b11607d8a44|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSL-610|TSL-610|Allergan, Inc.|1|Natrelle Inspira TSL 610cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
c165fe2c-a7c8-4903-874e-339d036ad237|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSL-410|TSL-410|Allergan, Inc.|1|Natrelle Inspira TSL 410cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
eaf34e9f-501c-4f04-8dfb-8cf7eab20589|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|TSL-230|TSL-230|Allergan, Inc.|1|Natrelle Inspira TSL 230cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
500b2254-6a3d-4ad9-923c-492247630171|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSX-375|SSX-375|Allergan, Inc.|1|Natrelle Inspira SSX 375cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
904ba2b2-6b71-454c-8d70-b9b70064b5ec|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSX-310|SSX-310|Allergan, Inc.|1|Natrelle Inspira SSX 310cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
54b1f033-b2a5-43c0-a55e-5db3fd41c9f2|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSF-365|SSF-365|Allergan, Inc.|1|Natrelle Inspira SSF 365cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
8edfe3da-2893-42b1-aa17-f365f5b7b3a7|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSF-345|SSF-345|Allergan, Inc.|1|Natrelle Inspira SSF 345cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
34716bb4-4d88-4b30-9138-934b4a156240|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSF-180|SSF-180|Allergan, Inc.|1|Natrelle Inspira SSF 180 cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
3c623f83-753e-49a1-b1df-c93ff78370f3|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSM-600|SSM-600|Allergan, Inc.|1|Natrelle Inspira SSM 600cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
6c6a98d0-bfd5-463e-9b9d-d319cbcf2527|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSM-485|SSM-485|Allergan, Inc.|1|Natrelle Inspira SSM 485cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
ae4a1ec3-2d55-47d3-88bf-7f4469f54a8f|Published|2017-01-12||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSM-345|SSM-345|Allergan, Inc.|1|Natrelle Inspira SSM 345cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
d8eb7259-b578-4c1e-bad2-fc31afbd5a2a|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSM-275|SSM-275|Allergan, Inc.|1|Natrelle Inspira SSM 275cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
2fc83b9e-3a24-47cd-a3af-4ce2d71f2ab5|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSLP-640|SSLP-640|Allergan, Inc.|1|Natrelle Inspira SSLP 640cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
ee3536f3-da61-4664-aa3e-0fe70099a00b|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSLP-590|SSLP-590|Allergan, Inc.|1|Natrelle Inspira SSLP 590cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
dfff4ba1-59d6-4598-b3a4-755619e55df7|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSLP-490|SSLP-490|Allergan, Inc.|1|Natrelle Inspira SSLP 490cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
124fbc7a-7370-444d-a609-e79e5a5e619b|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSLP-400|SSLP-400|Allergan, Inc.|1|Natrelle Inspira SSLP 400cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
3f5fdb46-28b4-48b9-adfc-d7637e5f9726|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSLP-360|SSLP-360|Allergan, Inc.|1|Natrelle Inspira SSLP 360cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
b7b8162c-5fa4-4b56-956a-1ed8063b9277|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSLP-190|SSLP-190|Allergan, Inc.|1|Natrelle Inspira SSLP 190cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
0f987fac-a7a1-41c2-bb3f-4879474c6a7f|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSL-460|SSL-460|Allergan, Inc.|1|Natrelle Inspira SSL 460cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
354971de-8a19-40af-9d22-3cbc4fbd3eaf|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSL-380|SSL-380|Allergan, Inc.|1|Natrelle Inspira SSL 380cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
cfeadbef-c50b-4c5a-bf3d-8279754b06e3|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSL-320|SSL-320|Allergan, Inc.|1|Natrelle Inspira SSL 320cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
3e0c60a4-0d1f-40d9-8180-70aa298678c7|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSL-200|SSL-200|Allergan, Inc.|1|Natrelle Inspira SSL 200cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
6b6c3659-8b39-4127-ac63-1534179a3ba4|Published|2017-01-11||In Commercial Distribution|Natrelle Inspira SoftTouch Breast Implants|SSL-140|SSL-140|Allergan, Inc.|1|Natrelle Inspira SSL 140cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
e8fac398-fe68-493a-a6d5-5ad96fc85051|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCX-750|TCX-750|Allergan, Inc.|1|Natrelle Inspira TCX 750cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
f62af68f-725f-4792-9a69-b84914ad607c|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCX-615|TCX-615|Allergan, Inc.|1|Natrelle Inspira TCX 615cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
bbdafac1-fd09-4b80-87db-0659a5b61fa4|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCX-525|TCX-525|Allergan, Inc.|1|Natrelle Inspira TCX 525cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
dc1ce2d5-ba29-4f95-8331-64cb0a6e332e|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCX-340|TCX-340|Allergan, Inc.|1|Natrelle Inspira TCX 340cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
bc3d218e-094a-43df-ad90-b335ed19ee6a|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCF-745|TCF-745|Allergan, Inc.|1|Natrelle Inspira TCF 745cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
aac23652-3106-4bb8-8d23-e8c175ecb32f|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCF-650|TCF-650|Allergan, Inc.|1|Natrelle Inspira TCF 650cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
b875001c-adc6-4f02-a4d2-777605cf3374|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCF-605|TCF-605|Allergan, Inc.|1|Natrelle Inspira TCF 605cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
2d02c7aa-f423-4c2d-b14a-405ac8d13249|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCF-485|TCF-485|Allergan, Inc.|1|Natrelle Inspira TCF 485cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
c5bacfbe-ebc5-40d9-968f-6690c8013646|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCF-345|TCF-345|Allergan, Inc.|1|Natrelle Inspira TCF 345cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
395a216f-ad51-4780-a227-ae5cdeef1d7d|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCF-325|TCF-325|Allergan, Inc.|1|Natrelle Inspira TCF 325cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
1a5ece6f-6ebd-497b-af07-372c28725a77|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCF-220|TCF-220|Allergan, Inc.|1|Natrelle Inspira TCF 220cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
7ec85527-eb1b-44eb-ab9d-de652c907695|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCF-200|TCF-200|Allergan, Inc.|1|Natrelle Inspira TCF 200cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
526097c0-29dc-475d-8713-c662c7decf26|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCM-405|TCM-405|Allergan, Inc.|1|Natrelle Inspira TCM 405cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
efcfe47b-93b0-484a-9b46-f03ac624b0b8|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCM-240|TCM-240|Allergan, Inc.|1|Natrelle Inspira TCM 240cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
1c635542-95d0-4cdc-af07-f1966ab617c2|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCLP-640|TCLP-640|Allergan, Inc.|1|Natrelle Inspira TCLP 640cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
b079ec53-bbe7-4448-8f7e-863a8a1b5884|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCLP-280|TCLP-280|Allergan, Inc.|1|Natrelle Inspira TCLP 280cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
fb7b70e8-d58d-40fc-b9ad-4be7adcda4d6|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCLP-205|TCLP-205|Allergan, Inc.|1|Natrelle Inspira TCLP 205cc BI (US)||||||true||true||true|||true|MR Safe|true|||
b7f7eefe-87ab-4a74-b232-918364aa4304|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCL-560|TCL-560|Allergan, Inc.|1|Natrelle Inspira TCL 560cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
f9aee0a0-d9b1-4d50-a4b8-3bb194e76683|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCL-320|TCL-320|Allergan, Inc.|1|Natrelle Inspira TCL 320cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
00955322-5f13-49c6-bf77-e6c7c57e61ef|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|TCL-290|TCL-290|Allergan, Inc.|1|Natrelle Inspira TCL 290cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
7bb84de6-a483-4a42-8014-4d6b73c55180|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCX-580|SCX-580|Allergan, Inc.|1|Natrelle Inspira SCX 580cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
efa29134-e758-4410-b98a-cbea60fd408c|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCX-420|SCX-420|Allergan, Inc.|1|Natrelle Inspira SCX 420cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
a06faf14-7faa-4567-8b64-64a08f685dd8|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCX-200|SCX-200|Allergan, Inc.|1|Natrelle Inspira SCX 200cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
6709925f-f1b3-4754-86fb-191eda37910d|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCF-560|SCF-560|Allergan, Inc.|1|Natrelle Inspira SCF 560cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
713f85c1-5522-40d2-bba7-e4e239f48cb4|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCF-520|SCF-520|Allergan, Inc.|1|Natrelle Inspira SCF 520cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
63508241-a75f-4760-8b41-7b1aa02da883|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCF-485|SCF-485|Allergan, Inc.|1|Natrelle Inspira SCF 485cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
f091516e-40da-4b81-877c-78666ef7874d|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCF-180|SCF-180|Allergan, Inc.|1|Natrelle Inspira SCF 180cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
aae6814f-732b-4cf5-903b-2405fa385f33|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCM-755|SCM-755|Allergan, Inc.|1|Natrelle Inspira SCM 755cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
8a5bdcc2-6616-4852-b572-5147de74716f|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCM-640|SCM-640|Allergan, Inc.|1|Natrelle Inspira SCM 640cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
cb7a2dcc-2f02-4cd2-9f03-1e7a10166783|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCM-330|SCM-330|Allergan, Inc.|1|Natrelle Inspira SCM 330cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
0ce49298-95f3-4e50-b911-153c7468acc8|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCM-310|SCM-310|Allergan, Inc.|1|Natrelle Inspira SCM 310cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
07cd079b-eada-40a5-ba5f-522768a239e1|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCM-295|SCM-295|Allergan, Inc.|1|Natrelle Inspira SCM 295cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
f724cfc8-add4-4bf9-b3d8-65f97abb4837|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCLP-540|SCLP-540|Allergan, Inc.|1|Natrelle Inspira SCLP 540cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
ed769590-dbb3-4243-9b92-dc0bc51ecbe2|Published|2016-10-04||In Commercial Distribution|Natrelle Inspira Cohesive Breast Implants|SCLP-490|SCLP-490|Allergan, Inc.|1|Natrelle Inspira SCLP 490cc BI (US)||||||true||true||true|||true|MR Safe|true||true|
